Feature	Gain	Cover	Frequency
cextraccion_autoservicio	0.000473284391498135	0.00210158511190272	0.00106064059185498
Visa_msaldodolares_lag1	0.000457199893263236	0.00136720377637695	0.00149892182815869
ccajas_otras_delta1	0.000454845500626981	0.00119421120588175	0.000192843743973633
Visa_mpagosdolares_lag1	0.00044309465633685	0.000781428196494917	0.000885328097333497
thomebanking_delta1	0.000429335452412009	0.0010667290371282	0.000815203099524903
ccallcenter_trx_lag1	0.000425816028622492	0.00323746457176008	0.000920390596237794
Master_cconsumos_lag1	0.000420045077011309	0.000992946725337729	0.000946687470416017
Master_msaldopesos_delta1	0.000419918587454594	0.00188067180868852	0.00102557809295068
mcaja_ahorro_adicional_lag1	0.000416546964938821	0.00548240537088007	0.000902859346785645
Visa_msaldodolares_delta1	0.000377197270629786	0.00227876072683441	0.000885328097333497
matm_delta1	0.000365338098045093	0.000829691286565538	0.00106940621658106
mttarjeta_master_debitos_automaticos	0.000352046909862674	0.00301184954042878	0.000885328097333497
tpaquete7	0.000349138564976323	0.00160853013668156	0.000298031240686524
Visa_mpagado_lag1	0.000342669075879123	0.00169205411320306	0.000955453095142091
catm_trx_lag1	0.000342175999332523	0.00227508799153828	0.000841499973703126
Visa_mfinanciacion_limite_delta1	0.000340195646268796	0.000688188677661496	0.000569765607194825
Master_Fvencimiento_delta1	0.000328399050404385	0.000327426621995454	0.000788906225346681
mttarjeta_master_debitos_automaticos_lag1	0.000328050465616474	0.00163289006080747	0.000718781227538087
cprestamos_personales_lag1	0.000318245426963737	0.00153787951878908	0.000613593730825196
Visa_mconsumototal_lag1	0.000315744585291032	0.000490666848300047	0.000639890605003419
Visa_Fvencimiento_delta1	0.000315494463645111	0.000152895441014715	0.000648656229729493
tcallcenter_lag1	0.000313158440929145	0.00105002305863198	0.000473343735208008
mforex_sell	0.000293794697855978	0.000924533492641961	0.000674953103907716
catm_trx	0.000285432491612171	0.00185521835400031	0.000753843726442384
Visa_status_lag1	0.000285197959245267	0.000800953705980773	0.000157781245069336
cseguro_accidentes_personales_lag1	0.000272604189738686	0.000432680763344995	0.000534703108290528
ctarjeta_master_trx	0.000271424892272902	0.00252202752189498	0.000788906225346681
tmobile_app	0.000270685278848177	0.000178815488206605	0.000543468733016602
Visa_delinquency	0.000269651079486881	0.000177153641367384	0.000122718746165039
Visa_mlimitecompra_delta1	0.000267038564440144	0.000561932495501266	0.000508406234112305
Master_cconsumos_delta1	0.00026522630803308	0.000592285747707945	0.000464578110481934
cseguro_accidentes_personales	0.000262771946972543	0.00045018754764821	0.000482109359934083
Visa_mconsumototal	0.000261539030691595	0.00014667238930707	0.000517171858838379
mtarjeta_master_consumo_delta1	0.000259664755343186	0.00230421087780491	0.000666187479181641
ccajas_extracciones	0.000257377530119047	0.0021794071789778	0.00068371872863379
cpagomiscuentas_delta1	0.000254961038940089	0.00115205653619727	0.000569765607194825
Master_mlimitecompra_delta1	0.000253999022505335	0.00112350603823171	0.00045581248575586
Visa_status_delta1	0.000247255293390637	0.000811872339353967	0.00028926561596045
cextraccion_autoservicio_delta1	0.000246160434131494	0.000557351852479799	0.000613593730825196
Visa_msaldodolares	0.000246063758357937	0.000788612092241919	0.000657421854455567
tmobile_app_lag1	0.000235507696940311	0.000108882084379962	0.000473343735208008
minversion1_pesos	0.000233838296302417	0.00282898553824409	0.000271734366508301
mcaja_ahorro_adicional	0.000229594439722231	0.00230595631638528	0.000429515611577637
matm_other_delta1	0.0002235437088116	0.00107789229927329	0.000727546852264161
Visa_mconsumototal_delta1	0.000223489937711395	0.000268786170441713	0.000499640609386231
mplazo_fijo_dolares_lag1	0.000220796729007905	0.00203007399079251	0.00045581248575586
ccajas_trx_lag1	0.000220315514855858	0.00149195669014808	0.00113076558966358
Master_Finiciomora	0.000218909310973349	0.000801220077825044	0.000210374993425781
Master_fechaalta_delta1	0.000218682974114097	0.000127704747130487	0.000508406234112305
ccuenta_debitos_automaticos_delta1	0.000218457643323522	0.00180255663270489	0.000359390613769043
mforex_sell_lag1	0.00021753974331336	0.000364364414091865	0.000499640609386231
matm_other	0.000208687820660479	0.000819297944308375	0.000587296856646973
mttarjeta_master_debitos_automaticos_delta1	0.000207906002161278	0.00203564782355465	0.000525937483564454
Visa_fechaalta_delta1	0.00020552788108831	0.000216390129514772	0.000525937483564454
catm_trx_delta1	0.000203549526052532	0.000852699452333181	0.000552234357742676
mprestamos_hipotecarios	0.000201191371228501	0.00128391958829674	9.64218719868165e-05
ctarjeta_master_trx_lag1	0.000199679470832444	0.000557324116617156	0.000411984362125489
cseguro_vida_lag1	0.000198401191585755	0.00160278481792104	0.000447046861029786
mforex_sell_delta1	0.000182609215416035	0.00094510750993248	0.000420749986851563
Master_delinquency	0.000182351068058966	0.000104117508795706	9.64218719868165e-05
tpaquete9	0.000182154384747852	0.000340712177031888	0.000219140618151856
matm_other_lag1	0.000178386896030889	0.000700632476157454	0.00045581248575586
minversion2	0.000174791885534162	0.003278339934384	0.000315562490138672
ccajas_otras	0.000167863066742769	0.00137764920981104	0.000219140618151856
cseguro_vivienda_lag1	0.00016103014809464	0.000247485104762867	0.000219140618151856
Visa_delinquency_lag1	0.000157220090945069	0.000230622852735853	0.000175312494521485
ctarjeta_debito_delta1	0.000151716867257924	0.00277210243402061	0.000298031240686524
mcheques_emitidos_delta1	0.000146036661387194	0.00201215116854966	0.00028926561596045
ctarjeta_visa_delta1	0.000142923442394281	0.00202403433383314	0.000236671867604004
tcallcenter_delta1	0.000142239426322544	0.000390322415622107	0.000298031240686524
tmobile_app_delta1	0.000141983686644373	0.000449961665553558	0.000306796865412598
mprestamos_hipotecarios_lag1	0.000135654336190865	0.00272965042974215	0.00022790624287793
ctarjeta_master_trx_delta1	0.000135634530417148	0.00105071561006095	0.000376921863221192
catm_trx_other	0.000129096225870798	0.00106818474734839	0.000315562490138672
Master_msaldodolares	0.000127938729441131	0.00198176925851261	0.000245437492330078
active_quarter_lag1	0.00012669221466249	0.000146241599883699	0.000201609368699707
minversion2_lag1	0.000126487611870832	0.00289744740473779	0.000280499991234375
catm_trx_other_lag1	0.000125850002577269	0.000613670635619875	0.000262968741782227
ccajas_trx	0.000125444505653597	0.000274410173614666	0.000333093739590821
